"","Compound","EA_138_P(raw)","EA_171_P(raw)","EA_182_P(raw)","EA_263_P(raw)","EA_287_P(raw)","EA_39_P(raw)","EA_452_P(raw)","EA_53_P(raw)","EA_535_P(raw)","EA_548_P(raw)","EA_573_P(raw)","EA_579_P(raw)","EA_591_P(raw)","EA_617_P(raw)","EA_62_P(raw)","EA_629_P(raw)","EA_630_P(raw)","EA_65_P(raw)","EA_740_P(raw)","EA_79_P(raw)","EA_90_P(raw)","EA_965_P(raw)","EA_966_P(raw)","EA_994_P(raw)","EA_138_P_2(raw)","EA_171_P_2(raw)","EA_182_P_2(raw)","EA_263_P_2(raw)","EA_287_P_2(raw)","EA_39_P_2(raw)","EA_452_P_2(raw)","EA_53_P_2(raw)","EA_535_P_2(raw)","EA_548_P_2(raw)","EA_573_P_2(raw)","EA_579_P_2(raw)","EA_591_P_2(raw)","EA_617_P_2(raw)","EA_62_P_2(raw)","EA_629_P_2(raw)","EA_630_P_2(raw)","EA_65_P_2(raw)","EA_740_P_2(raw)","EA_79_P_2(raw)","EA_90_P_2(raw)","EA_965_P_2(raw)","EA_966_P_2(raw)","EA_994_P_2(raw)"
"255","296.0349@3.7820032","14764","5752","3558",NA,"3943",NA,"6274","5230","2608","5663","2124","2246","6467","5621","3402",NA,"4430","6588","2717","5287","3809","1848","11752","6163","11859","2484","3065","7585","7189","3574","3881",NA,"3768","5443","6490","4959","2701","3886","2263","4497","3124",NA,"4213","3015",NA,"7644","4954","7686"
"256","916.5206@9.710009",NA,"10243","6106","10938","6254","12952","11192",NA,"8711","11915",NA,"9076","10166","9999","8800","13260","7367","8701","10658","11310","6308","13052","9707","12576","11944",NA,"7444","12729","8539","10697","10351","8562","9256","4743",NA,NA,"5240","6423",NA,"6509","5785","10853","9008","12760","13825","6563","6416",NA
"257","843.5222@8.987996","31243","8480","25397","26829","30868","14655","11136","23869","NaN","14392","38172","NaN","NaN","NaN","15976","9046","33683","29027","16633","27814","18112","16842","NaN","21264","48575","11040","20403","25444","27452","31377","NaN",NA,"32154","25114",NA,NA,"32707","24523","12344",NA,"39998","23379","15533","22830","NaN","31615","19679","22189"
"258","467.3094@5.9819965","8642",NA,"6134","5615","11379","4457","6354","4624","7368","6450","20075","4853","6876",NA,"8047","6285",NA,"8967","3107","7622",NA,"5332","5319","6916","6110","7821","4812","5322","10839","9670","10752","3861","8862","6896","11138","5544","6802","10386","7213","5178","7854","7622","4652","8699","6201","5516","7736","5705"
"259","859.5556@8.25899","480102","505311","527891","336142",NA,"288519","568236","305723","674384",NA,"771484","215611","580247","405713","250170","617680","1176567","129573",NA,"420213","1148305","495868","627393","636498","679551","852858","746385","474550","967046","977389","471307","451371","761980","647033","347407","755132","247400","718712","727044","796692","1937655","410320",NA,"770910","464507","399934","482279","584178"
"260","989.5128@9.01501","24653","49430","32827","37512","42239","37747","49248","24671","28935","22258","59317","50050","59247","48167","23209","56174","24241","20005","27750","31514","20726","36776","NaN","55664",NA,"42295","46147","8836","47310","79754",NA,NA,"32694","29773","22399",NA,"26142","21101",NA,"49702","43089",NA,"35433","43400","38226","31241","24225","29165"
"261","991.4178@8.007005","21580","22929","23121","15571","26100","19931","8762","26176","28582","27150","16906",NA,"29503",NA,"32437","22073","23234","21232","20938","26198","28061","27926","26402","18383","25791","14327","24498",NA,"24775","7119","26907","16738","24289","16284",NA,"29911","21034",NA,"15505","24889","23997","29191","20774","23818","26602","27793","19107",NA
"262","597.3996@6.7940044","9964","13120","6017","4837","7800","7588","4134","8799","4380","9728","8465","6766","8084","6085","6164","6232","7287","5517","4633","9786","7927","7596","9389","10127","11034","7038","5701","5923","7931","6654","5577","6379","4902","9819","4566","4665","6476","5827","8517",NA,"6511","6549","4815","8651","7188","4140","4429","6000"
"263","605.3326@4.661004","27872","73036",NA,"53078","72036","49818","66266","47418","39146","82630",NA,"86534","122887","53932","69216","88362","101718","22852","42403","59728","44291","77356","91050","63560","76169","110980","62071","44971","62832","54815","72077","55783","49491","55310","14745","41649","35543","55361","174260",NA,"87574","160587","21373","80034","107092","32916","30609","32098"
"264","959.4962@7.338008","40557","14075","40041","35394",NA,"41550","50070","47495","30263","45845","24105","77358",NA,"34874","51632","54559","40542","29794","26321","34425",NA,"45096",NA,"42396","39694","65301",NA,"39880","34104","31899","40170",NA,"46877","16470","14145","26959","28675","20381",NA,"41289","44811","66684",NA,"30555","57953","22789","16118","17094"
"265","791.5456@9.447008","64114","30303","48007","43514","56381","38764","47247","49261","61091",NA,NA,"32172","37770","42810","40050","19503","49685","46078",NA,"57739","48839","26126","57013","33985","48986","23148","37091","49863","43276","32505","29148","47484","57145","66038","54141","44995","65351","43823","32486",NA,NA,"47693",NA,"47187","29706","47506",NA,"75403"
"266","701.4251@6.6610055","15350","22304",NA,"17722","26724","19060","21293","13653","20114","34591","29129","36445","33424","16620","17447","20701","34505","7277","18111","32407","15324","17021","30925","25439","27501","30817","15574","13785",NA,"13864","12933","12869","19077","16594","4383","30973","4768","13036","32846","14033","18879","31629","8069","38634","28596","7184","12100",NA
"267","581.3329@4.259002","9189","7312","11100","20453","13959","18450","11983","15369","11601","40055","14687","22547","39485","8683",NA,"12578",NA,"6462","12947","14063","14475","16310","18346","11301","21695","32572","7521","13432","10192","13907","14791",NA,"12164","13605",NA,"11857","5423","5358","47400","8375","12344",NA,NA,"18320","31377","8796","5745","68779"
"268","885.5168@10.021988","60788","132763","116446","153462","108044","68507",NA,"95115","124619","83954","98161","142017","107351","100861","164301","130638","160338","81482","83718","160558","172981","73640","100742","71783","62042","124971",NA,"136025","113431","87685","82910","93535","131784","113706",NA,"118354","102787","126874","117024","161366",NA,"90744","144993","79939","104862","180018","117475","99854"
"269","760.496@7.448994","8640","6434","5368","6163","8200","4424",NA,NA,"9831","5768","12590","6253","8577","6245","3916","5713",NA,"7412","5038","7117","6380","3137",NA,"7595","8702","5646","4530","6063",NA,"6558","5474","7368","9614",NA,"8257",NA,"7045","7465","6961","4847","10362","7160","6476","7539","5054","9051","5879","8784"
"270","593.37@6.0520015","108221","199156",NA,"156723","191132","151772","160694","119521",NA,"280026",NA,"269065","227576","144270","171708","205515","306605","104459","173618","228409","183331","192987","254367","161688","173048","213737","194190","169698","228194","162911","154613","114577",NA,"330178","93625","166267","113041","141978","250384",NA,"248920","162792","97750","230832","190986","162359","126822","128791"
"271","530.2135@4.6359954","1844","13134","16565","668","3983","12492","NaN","1954","238","4881","NaN","1169","NaN","312","4809","865","NaN","3496","662","5448","1231","2635",NA,"NaN","1094","5270","10124","8869",NA,"5554","414","1769",NA,"3449","6198","8980","NaN","749","3241","565","1811","1034",NA,"1157","2216","869","6504","16835"
"272","410.2437@5.710999","13426","20788","17425","11921","14439","17091","16464","15597","16818","21263","15818","17860",NA,"13039","12903","12509","21223","10757","14014",NA,"15890","15232","19998","14345","13908","14654","12369","14024",NA,"11993","14443","12601","17464",NA,"11581","14139","12527","12062","17322","12661","18940","13872","13806","14566","13976",NA,"14335","16027"
"273","472.2047@4.9779973","9283","14548","17173","18952","20302","21747","23543","10007","9674","21420","15358","21283","30514","8734","16680","20294","19875","4267","8625","13078","11402","21621","15348",NA,"15498","22104","19582","18712",NA,"16865","18541","16105","15112","12596",NA,"5219","10642","6510","30272",NA,"22787",NA,"3953","14080","22941","6651","7330","5108"
"274","538.2593@4.769996","3048","12533","8838",NA,"1553","13571","4113","15688","2102","1659",NA,"1135","3417","6392","3281",NA,"3788","5670","2220","27110","2750",NA,"26520","3832",NA,"1331","2441","1708",NA,"1050","1212","1421","2872","2714",NA,"2944","14629","6949","2311","1225","4183","871","5149","1462","1244","4601",NA,"3193"
"275","130.026@0.25799987","25193","8938","18119","22501","21242",NA,"25706","27834","2635","31498","16556","31514","20375","9388","15505","27430","11603","3921","15661","17519","21869","11532","26298","20665","19389",NA,"10368","30854","22773","15311","26747","21925","18379","33640",NA,"26749","35759","15118","16585","23660",NA,"16742",NA,"14780","21889","30572","29748","26549"
"276","579.3876@6.593996","3934","10999","7767","4856","6597","6015","5902",NA,"2488","9382","4932","5489","8362","5352","7280","6901","7827","2541","5692","8931","6141","3271","10834","9142","7806",NA,"6736","7660","6226","5374","5168","4967","3957","7047","NaN","5573","1982","3694","15795","4793","7083","7018","2844","8350","11310","2772","5153","4568"
"277","725.3098@5.5209966","14207","11908","14659","12408","12683","9179","19654","14074","16768","8583","11519","12047",NA,"11602","13605","16984","13255","8263","10492","13260","13364","12504","17862","10055","9162","11869",NA,"8656","10717","9729","12435","9738","15238","16480","11536","9592","17383","10830","10640","15014","19345","10681","9158","17521",NA,NA,"10878",NA
"278","411.0643@2.2920032","10517","18633","11874","2326","7205","8655","3480","6410","5253","9781","16999","5522","3778","14206","4234","3706","12318","12316","9206","4831","5153","4257","7393","5290","3654","26417","4763","4621","5358","6233","5474","5655","5956","3413","11483","5853","2568","7454","3129","10255","10651","2773","6564","8939","4941","1923","6332","5967"
"279","579.3529@6.5469975","4065","NaN","8649","5409","4266","6947","3782","5437","5676","12400","9754","6299","15580","6393","8771","8391",NA,"4169","3886","9860","8616","8063","9923","7369","8381","12773","8295","9937","5563","6175","11072","4789","4771","6538","2236",NA,"2729",NA,"14910","5652","7102",NA,"2363","10245","22935","4942","4143","1397"
"280","875.5283@9.020006","50056","27379","37512","61672","45652","32871","49857","36686","40617","36895","52906","39984","51686","39334","31658","34226","39966","28082","47067",NA,"28880",NA,"45852","51001","23582","43857","27042","68743","42422","33987","29173","30780","41580","24994","29098","29404","16242","36298",NA,"42221","32015","35790","31480","52180","24395","42630",NA,"51553"
"281","277.1678@3.0720015","1300","7158","5747","9572","5847","6774","5692","3356","3345","10007","8580","8669","7528","6361","2216","12353","12584",NA,"13307","5788","1905","10040","7689","9669","3814","8666","3784","4295","5976","7339","4295","4112","2688","4137","598","4174","2216","3615","5224","3498",NA,"6269","2473","6156","4919","1686","2952","2175"
"282","546.3041@10.328992","12191","9866","6424","4823","6321","5753","7546","4897","8786","5398",NA,"3703","6886","4867","7300","3471","9264","4127","7467","7102","8635","2764","6343",NA,"8744","4595","6166","7294","6022","6769","2960","5839",NA,"7312","6536","4926","7297","6043","5736","5172","9565","5370","6823",NA,"4505","4404",NA,"9821"
"283","456.2251@5.8049946","14505","20357","4736","1980","3678","8206","2630","14046","3663","15693","16966","10422","2397","12402","2572","18842",NA,"11301","4172","11488","1307",NA,"15191","29931","13282","2878","1635","2668","3750","4925","3037","1524","3254","8919",NA,NA,"6052","4231","1296","4116","6004","1224","4042","7616","630","4740",NA,NA
"284","649.5325@0.23399986","13308","11718","13044","11049","12799","10404","11584","11128","9434",NA,"12465","11050","12789",NA,"11393","9753","11025","9572",NA,"10434","12760","12384","12989","12091","11560","13781","12958",NA,"8064","11408","12367","13063","11380","9451","10116","12242","12144","12913","10920","9602","12394","11003","10241","10108","9476","11727",NA,"13036"
"285","763.4269@6.637001","3783","6856",NA,NA,"7361",NA,"6263","6216","8185","23600",NA,NA,"13309","4514","5286","6175","9551","2813","5928",NA,"6991","7191","10978","6228","8501","11953",NA,"6150","8260","6951","4922","6794","6871","6633","3566",NA,"2135","4007","10760","3972","6022","7335",NA,"9812",NA,"2747","3475","2581"
"286","703.328@5.867003","44009","43509","41661","34630","44366","36529","37757","43618","35839","36675","44542","38226","42780",NA,"45370","38998","42499","33606","34632","41531",NA,"39495","43897","37915","42132","35817","33163","37122","37178","26943","46701","30975",NA,"58004","39858","31654","50775","38651","48094","42297","52237","36828","31076","37625","42578","43592","46482","40386"
"287","533.3487@6.0440044","6049","13606","13871","8576","8293","7643","7423","6383","7050","8005","8291","7914",NA,"7813","9266","9117","11975","5215","6900","10630","10007","8121","10086","11628","8095",NA,"8269","6939","7154","6184","8403","6073","9258",NA,"4315","4191","6421","6586","12775","6877","13707","10122","5091","9150","7881","11465","4857","6865"
"288","670.5008@9.976009","15201","50838","31808","19053","38043",NA,NA,"14345","20889",NA,"46548","7687","33493",NA,"5760","26956","30241","11093","21466","15585","11909","32730",NA,"51013","35139","63391","46286","26537","76988","52016","47860","17213","35225","33709","4522","35199","6535","17661","26016","16540",NA,"38053","13899","57252","51293",NA,NA,"19898"
"289","833.3865@0.23200019","11393","9668","11564","11519","9629","8924","10410","12466","11168","10448",NA,NA,"10692",NA,"10771","9224","10967","9700","10178","9421","11397","13309","11289",NA,"12796","9072","10173","9938","10626","12108","9893",NA,"11042",NA,"9903","8213","9716","11345","9207","10159","13264","9509","8036","10028","8114",NA,"9690","9060"
"290","493.2804@4.4249964","3829","7679",NA,"7899","5723","11959","3857","7877",NA,"13398","10756","10645","10907","3570",NA,"5859","7109","5587","4622","6457","11048","7553","11991","5630","7833","12439","3083","8158","2957","5694","8539","3952","7142","8945","2235","4527","2014","3753","11242","3527",NA,"10300","2890","6658","14934","2732","3112","1626"
"291","899.4971@9.280012","104718","151632","115836","196511","115384","85908","81528","147424","152695","84294","194628","103781","108807","143787","155587",NA,"155122","175616","127899","140823","125129","101336","109352","114256","177139","47526","110243","160529","92902",NA,"118519","141332","149097","150428","203970","104089","218561","161161","170130","129209","161400","88309","160396","138727","139323","245111","121309","58843"
"292","919.5227@8.692994","156457",NA,"202407","258467","188028","260240","165933","187641","165824","280966","273145","293545","317542","157273","206630","190513","206526","122757","114752","240958","193197","189906",NA,"189960","228459","200441","193007","275578","204263","255374","170626","186232","185273","159783",NA,"237951","132443","126022","297737","152166","178509",NA,"111514","252446","265038","252653","114856","101428"
"293","713.255@5.510004","22476","27294","24950","26129","21698",NA,NA,NA,NA,"21846","23586","20808","31271","30464","23538","26099","26049","26684","24025","24966","23190","26866","31178","20605","21419","28108","20801","19945","23591","18048","20939","20020","24897","27184","19621","16789","23025","20397","23913","19545","24347","20848","19136","27096","21124","21346","19538","20945"
