"","Compound","CR_1(raw)","CR_10(raw)","CR_100(raw)","CR_101(raw)","CR_103(raw)","CR_104(raw)","CR_105(raw)","CR_11(raw)","CR_18(raw)","CR_19(raw)","CR_20(raw)","CR_22(raw)","CR_23(raw)","CR_27(raw)","CR_28(raw)","CR_3(raw)","CR_32(raw)","CR_35(raw)","CR_36(raw)","CR_37(raw)","CR_38(raw)","CR_4(raw)","CR_40(raw)","CR_41(raw)","CR_42(raw)","CR_44(raw)","CR_49(raw)","CR_5(raw)","CR_51(raw)","CR_53(raw)","CR_57(raw)","CR_59(raw)","CR_6(raw)","CR_64(raw)","CR_65(raw)","CR_7(raw)","CR_83(raw)","CR_85(raw)","CR_87(raw)","CR_91(raw)","CR_92(raw)","CR_93(raw)","CR_95(raw)","CR_99(raw)","NR_106(raw)","NR_111(raw)","NR_112(raw)","NR_12(raw)","NR_13(raw)","NR_14(raw)","NR_15(raw)","NR_16(raw)","NR_17(raw)","NR_2(raw)","NR_21(raw)","NR_25(raw)","NR_30(raw)","NR_31(raw)","NR_33(raw)","NR_34(raw)","NR_39(raw)","NR_43(raw)","NR_46(raw)","NR_47(raw)","NR_48(raw)","NR_50(raw)","NR_55(raw)","NR_56(raw)","NR_63(raw)","NR_66(raw)","NR_68(raw)","NR_69(raw)","NR_70(raw)","NR_8(raw)","NR_9(raw)","NR_96(raw)","NR_CR_24(raw)","NR_CR_26(raw)","NR_CR_29(raw)","NR_CR_45(raw)"
"434","264.2451@7.0645666",620814,1038500,541018,946791,678326,490289,383329,NA,420377,457782,975167,NA,673936,157413,1214328,NA,342093,1262807,627197,701061,815011,559811,872386,NA,369119,785242,959456,851704,599608,750634,420635.181743207,87659,909431,442769.7532329,420364.242101273,520546,604093,370285,708476,485075,NA,366336,459647,455006,571692,1164203,1293699,509486.97905874,963778,1279079,929785,44323,754733,1004388,85165,NA,NA,86008,NA,850784,1349103,1065332,660536,NA,511566,538493,821155,360569.242542539,417493.462979409,533667.647174081,577419.987172524,317014.937879951,486540.486395045,355542,NA,784348,466068,1123032,400909.118821622,894684
"435","319.22058@7.064798",83196,97891,81203,116839,NA,65198,52446,67023,50337,61134,113812,115894,90805,25192,120571,51100,41247,131268,77927,80473,96653,65377,90153,92752,48805,NA,100835,99820,NA,93782,63609.1064758288,62834.3469526765,102394,64770.9949524855,61698.485525029,NA,69318,46795,88201,61377,65988,44291,57635,76068,68533,120801,128573,66356.9104469054,96901,125890,111286,60633.1305346039,82540,114001,57350.0379197345,112134,42873,57787.3142997812,30256,100992,126447,118023,NA,81791,60103,60652,91491,49000.4360406719,53446.3113640541,68719.583702107,70144.6038183462,41532.6047536129,65086.27013319,53792,41047,88984,61271,132462,NA,99384
"436","281.27112@7.06528",33301524,51466904,37939644,47539016,35179896,26406076,21674896,28046142,23152370,25221062,48386408,44927300,NA,11261043,NA,17753522,19421586,59336132,33133692,36857900,42198800,29906702,40954860,33851340,20043330,39785928,NA,41015236,31583896,37863944,NA,5588346,45515800,1042622,1081764,26876106,32120512,20409262,37415000,25700090,27438158,20198964,24629130,32311064,30016106,NA,58247636,590379,46924904,59131788,46382772,2299455,37663244,47829724,3181374,48491652,NA,5380603,13678834,43276096,57939040,50488080,33937360,35790376,26928684,29051152,41271048,700967,1129191,385359,222361,605968,2087323,26327668,17433768,38686852,25364574,51101428,346184,44828048
"437","268.2188@7.1051517",202147,208825,284703,390325,445672,243050,133490,265539,135177,161330,116048,374966,144803,171678,193970,176209,156013,327874,344584,417237,313468,172681,NA,283205,193139,156250,223358,NA,203777,343624,256209,214404,NA,279840,327656,279671,413671,358622,229930,179527,262257,NA,739841,313943,363380,624960,285042,334134,125928,227799,219398,255385,NA,NA,78801,NA,222345,210906,131166,330469,184165,132247,157838,NA,NA,329168,251857,93497,347772,144969,165383,82532,312505,285320,105829,281164,354613,NA,137937,NA
"438","511.49557@7.1095715",109155,82041,102948,123905,95511,69954,91494,NA,107441,95661,79330,95721,97123,99395,NA,94136,NA,102884,102113,142524,89165,104925,92284,NA,145885,94361,85139,91542,94654,86839,93290,92833,98186,101152,132402,83471,89733,79921,98998,107622,84958,84354,98967,75361,77906,107390,87787,73511,86046,95110,89926,93146,90688,88204,103434,113145,97572,NA,91548,78218,99975,74300,99278,80691,NA,98484,106685,102166,112068,127584,NA,96271,105588,NA,NA,89676,140049,NA,113452,79608
"439","414.2286@7.110016",104935,92049,99333,76771,88203,27678,90297,94411,88141,80962,35782,NA,102084,96037,30721,106035,102340,81875,78848,NA,30099,79782,99632,100057,90335,100548,95045,90368,NA,84082,91660,NA,NA,96504,78364,91211,76354,71261,116777,NA,84757,101276,110432,89877,76181,104279,81687,94617,83416,80531,104142,87432,90385,76710.7416697017,97332,104293,94099,NA,107616,97326,92157,91976,103161,108876,91677,NA,NA,99062,89121,91446,18456,99818,99628,90722,90410,66953,102636,88711,NA,79219
"440","685.5663@7.110621",197325,194353.203822812,170195,188527,NA,NA,241365,209110,184287,214670,195902,184246,175167,241600,209624,209236,197967,163987,204912,181350.702603835,200269.69923499,212008,220494,206015,232448,218317,201797,215112,197149,204017,NA,NA,201994,213034,262061,NA,NA,208640,177716,187357,208594,201517,185405,207693,NA,192973,186516,207257,178731,205663,196773,195111,213970,211237,219916,178977,196490,207933,215146,NA,181705,178321,203670,170726,193331,205349,185189,NA,218694,246886,248481,239586,40087,222249,231335,198800,211004,225212,249964,177472
"441","713.5981@7.115457",222048,NA,129155,119777,133257,209025,199788,156971,200062,141360,136811,NA,146104,232155,150700,178233,206383,114894,144236,NA,194823,138541,196482,165692,207593,223074,160297,NA,151105,144045,169910,182561,210085,168687,214355,147161,156408,153120,210558,136109,152114,151475,170879,130978,173358,213932,135121,167155,185658,165620,190541,NA,176877,147062,196115,154265,NA,169105,216520,155403,128841,161158,220601,134758,146392,194597,130220,225185,185759,215210,190544,184808,NA,153913,196084,149209,201760,194211,178054,114784
"442","716.47595@7.115832",291398,237605,248028,231357,223671,274181,258207,369716,273111.586507918,178308,300784,NA,363758,198966,252647,404091,351253,264929,207520,195127,270644.637863365,222612,305132,310641,192727,291591,278068,228119,284104,212347,382398,569129,226291,NA,179715,269732.7162672,175213,170929,499200,295615,NA,330390,278903.530521383,236969,192218,322402,251873,309343,NA,237922,324130,228369,357437,278704,NA,376748,269415,185659,382569,357994,330911,241885,414461,349266,424140,338351,219515,304320,256623,251361,215680,293771,429498,279691,190840,238428,240732,246146,220825,161760
"443","690.523@7.1171904",1055574,854731,939030,NA,892684,1076786,NA,1249932,1123416,623803,932646,978497,1196926,884912,968246,1256441,NA,874230,725627,720452,1160185,730753,1044618,NA,807644,1096180,1034214,NA,NA,771441,1240604,NA,NA,1197395,774477,1306365,675143,987930.426830264,1593482,1130203,926964,1090748,1412276,790008,655152,1321685,658698,1189106,1045462,795093,1198411,942442,1205410,NA,NA,1131401,1041869,701497,1382095,1112083,1106501,932391,1321668,1333488,1312058,1038222,646458,1020856,1020442,995008,826235,1180791,1421020,NA,780816,NA,NA,836151,NA,580822
"444","347.3033@7.117265",117701,83418,96249,NA,NA,116706,92158,113149,127533,74660,91501,105948,120335,95373,NA,137661,140577,87129,NA,85557,126347,86431,NA,101130,93588,130266,113914,90023,107414,86181,128763,163687,114805,122991,86566,134326,77790,72892,NA,116726,108309,115826,NA,90628,74630,144769,79139,116687,NA,102633,131430,92184,123727,NA,118706,111989,106586,NA,143876,111197,108769,NA,140074,131621,125736,NA,69883,118396,111514,110852,94382,124521,NA,115191,84891,82521,125617,97129,96796,60231
"445","698.5035@7.1173797",136081,NA,118974,94916,109428,115220,NA,133428,129496,76849,116819,118783,128336,105860,114333,144580,140611,103668,86797,75342,128061,NA,118934,122047,NA,128541,112864,117727,130206,91759,141929,197103,117651,146775,88399,142989,71737,59498,181904,147251,108139,120650,157660,100679,82616,154974,NA,124411,125440,91398,147175,110264,140841,NA,NA,144771,120823.863445453,86752,145223,146452,146929,124625,160057,151978,148678,115751,81007,109770,124453,110229,81983,128988,145366,110680,90577,98203,115662,101335,102666,81185
"446","432.20215@7.1174345",154641,128684,139056,129686,132419,176866,156109,NA,160208,119680,NA,153195,149168,136717,173759,157302,171016,139458,130630,128225,159655,123504,145217,149101,166865,160129,160920,145206,143184,125808,152203,194092,132833,160158,127672,163766,118158,104104,173964,143488,137323,147239,172412,128341,NA,165851,124991,147286,160131,136099,156268,129134,158797,160251,162379,144518,142906,127305,167829,147397,150474,137727,161943,150673,164535,180598,125607,209098,150836,141415,132005,NA,160842,139865,132436,NA,143937,135426,150379,121380
"447","330.2769@7.117715",1304436,1011928,NA,NA,1078734,1297871,1072295,1755724,1360232,820558,1143888,1180321,1411008,1028193,1160273,1483951,1559211,1070481,914899,905209,1873702,916624,1217798,1180643,676133,1346089,1193717,1040671,1324878,949767,1445834,2856920,NA,1437751,913519,1578912,885329,746299,1965432,1334869,1102283,1291849,1661841,964901,829931,NA,836745,1376369,1240771,965195,1814284,1081609,1344478,1064799,1332308,1255633,1235035,929194,1622442,1359040,1322636,1138999,1554505,1534363,1492326,1225540,863396,NA,1241351,1145243,1035221,1389123,NA,1150254,961351,NA,1157586,968333,1031927,795014
"448","527.1483@7.117892",134231,NA,117494,113632,140817,126563,NA,162739,128624,122334,128706,153493,137834,NA,148549,146127,155739,121818,127878,104377,139308,110173,148557,124624,128992,127932,136933,138042,130355,NA,144178,168472,126713,165758,99584,147015,105628,105310,162621,139031,144362,135435,155203,NA,NA,150286,105643,127028,128377,110058,130454,119834,135938,126914,142412,141826,148991,108595,151025,138679,136445,147611,169846,150864,143461,132709,110559,153264,125145,122741,115994,173232,147014,126904,125408,NA,123369,121555,143400,102492
"449","188.99313@7.1180153",329433,282336,NA,280210,311540,332622,299171,344874,339227,262972,316201,330564,361981,293568,316894,369982,401795,309380,258570,NA,362996,283988,315797,324841,266347,341825,338814,303454,334650,269259,373909,447561,291989,386203,266728,369878,237929,235989,NA,294003,291834,345915,NA,282217,239336,365699,254761,347427,325260,287179,350804,301614,350125,329997,355491,NA,337351,NA,394616,351923,366301,328890,370570,384943,375856,334843,256912,347407,312343,304542,292981,358838,378416,314791,285113,271683,317491,288035,302243,245758
"450","352.2608@7.1287417",787613,368552,768873,792767,460060,544958,460799,511417.645731631,1001196,NA,432382,407000,NA,463334,551121,551064,NA,699035,1013855,504133,33790,588185,482925,429587.018624103,766524,492916,828196,451888,NA,350658,645142,678838.340074927,817545,757923,549836,587171.923412962,558537,503333,858954,912271,437951,570699,888267,483901,342844,489643.81145272,422968,807567,1045891,552940,557274.707545113,795268,526438,NA,666509,522164.690494274,838629,705359,776327,642738,611736,778982,623911,850506,1109082,NA,905539,886709,690495,NA,641820,749488,597039.147387812,497288,451124,490313,654899,503449.130022299,NA,565202
"451","353.3292@7.1440535",77269,56582,122537,61164,149181,63608,110632,278786,309324,168071,NA,50261,145858,243493,142994,NA,93688,75816,106908,95018,185765,242523,39528,135073,62879,135927.789822123,92737,57001,68272,191342,216928,253889,161513,205624,137708,175297,60132,206806,534333,137764,110913,31715,559243,67618,433831,NA,108926.575847883,294805,NA,58343,NA,339897,274789,82206,132266,68934,178261,88477,305410,96662,246148,138553,93572,153749,120659.582259757,NA,96190,258517,204038,182960,63876,98752,154514,74165,88611,142808,85744,NA,102570,NA
"452","269.27115@7.148427",2966988,552910,2031025,2057205,922868,1543030,1311415,NA,4091760,1752549,1330546,1126495,1250448,1074703,2049909,1810379,1038950,1783781,1787408,NA,550097,NA,NA,650385,2174146,1234518,2151619,2299818,1740018,558996,NA,1211606,2962391,1902947,1595272,1126231,1608005,564144,1712063,1988272,803367,1740933,1007531,1234685,660517,1534182,1971536,937392,NA,1839853,1013390,1545650,1341177,1042598,NA,1075990,1663658,NA,1640198,1062690,1885685,2129245,1682794,1150729,1492270,1733633,4008630,3031453,1895072,1438192,2094574,2015896,910741,1610041,678664,953684,NA,1058407,2492194,1162629
"453","281.27106@7.1558533",12412740,25872296,20372660,25183962,15422895,10817159,9041279,12875497,10200466,12513095,22096150,12544302,13870190,5872417,10027239,2550476,8695278,NA,14943720,18355392,NA,NA,6160126,12090726,8792934,10397283,12327219,10984832,14327217,16102769,365761,NA,12634603,512317,369581,8026658,18430238,9302207,18822520,NA,14165110,8578209,10360309,13446289,NA,15935875,16799422,NA,16785706,13780624,17532274,1137541,6584266,14598982,844182,NA,6981840,3218731,6690185,21766408,14112468,15893768,11884979,10123569,5038081,14088700,19245896,584446,NA,574875,434976,99694,851281,9783942,NA,18943198,NA,6410918,522611,25651936
"454","642.47656@7.1575813",73777,131354,113944,135832,104161,NA,NA,88776,72590,75560,134341,NA,104014,55603,78178,70384.7948022645,37286,NA,85749,113268,118518,101303,45362,96002,41004,88530,87255,85955,103571,NA,82476.4054884574,86998.2615136332,86705,NA,86025.1495700623,63933,103191,65331,123253,94090,96938,69206,93867,NA,80010,100054,107795,84250.0558617348,85460,NA,116821,NA,NA,102620,72291.1004860869,77073,75603,31807,65319.1903687051,120352,102056,95879,71189,NA,72660,NA,98957,67473.820812267,81136.8238651392,87274.708217179,89848.2240995688,64833.8263850582,82289.5188356932,79472,35273,121563,91378,49257,64997.9223612514,123122
"455","406.2621@7.1586695",207769,165984,NA,NA,128673,167176,210372,165200,188638,165500,145669,140377,194292,NA,155675,146624,168220,109753,140921,168397,203260,145556,187026,105863,207079,183383,143862,134957,124934,185593,140791,176201,199408,NA,210361,133802,199050,181752,165990,105496,NA,NA,152832,140691,NA,208837,125457,151699,226411,173985,189018,138555,156782,NA,156250,131998,120798,145984,185286,136760,134477,149485,182522,126135,153595,158965,130842,180150,162476,202381,172455,155981,140452,141395,NA,133508,243288,227135,164162,117160
"456","378.2306@7.1620784",174755,164789,NA,NA,167801,196239,145178,119626,158427,144160,149511,157321,178258,158976,172046,143836,189892,164267,NA,153190,167137,171461,173209,164398,152424,198606,133648,163007.046794731,187613,149617,NA,156487,168464,NA,149916,90672,152420,157352,NA,184567,180632,103543,185166,172241,148886,169036,140485,187514,164687,150369,169517,191607,184819,174743,152119.967076265,93124,188359,151341,144951,84196,167253,NA,152863.046920206,175811,160822,34542,157899.829544783,158199.644001724,173764,NA,NA,139215,184897,155993,171624,187171,176889,158394,151212.390280471,161731
"457","353.3289@7.1872654",224587,207061,201797,291090,304710,207640,300435,388629,411023,375075,136307,369439,330012,280406,NA,406018,273254,145664,236423,313025,190467,396330,353300,352115,295053,271142,NA,210118,153268,160216,643075,292431,NA,121792,276348,213966,198922,177622,624757,415640,168274,225781,NA,NA,595337,231964,345832,371691,NA,370556,241893,275216,310601,139650,543446,288457,NA,NA,305118,446617,354695,346082,371462,255505,NA,451351,123857,NA,278573,423182,163598,105925,427161,140908,463012,NA,209022,417387,148157,157231
"458","336.1595@7.1921015",418849,654046,525398,535347,NA,772534,237891,NA,450128,767373,424502,671289,569183,550982,476731,NA,788948,318864,481618,668700,NA,611917,719457,545360,513913,762659,645979,420879,829303,180480,625485,253992,550038,234853,448827,776383,265051,427207,470471,953905,481600,386803,330060,550333,247584,658709,329775,588286,444947,564955,496167,839953,NA,512904,728996,499979,1064788,1099109,537697,537692,600754,NA,704326,883219,487452,481561,247439,746235,450455,399297,471989,211129,644784,502897,738419,921640,506694,512315,NA,577855
"459","436.0849@7.1921806",37469,NA,81320,NA,41214,106016,86810.2553922816,65357.119087355,41808,100411,36447,60806,59167,74016,37418,65884,70724,50097.195626255,40808,79009,41173,71735,72858,57926,59981,110874,NA,48072,114113,72646.1860599629,84340,54123.2815839883,NA,53782.4634587468,35222,NA,21019,32677,51776,165619,54908,34152,65549.6564807637,72409,52621.8291102317,84184,NA,62008,NA,56560,64339.5738289176,74192,NA,60439,109558,50969,101251,156918,64520,58618,69143,41237,88556,85670,50441,36096,57957.7789098521,110507,45420,41059,58316,58284.326887946,58313,48432,96128,157584,41444,57341,77590.9551805452,65443
"460","563.43066@7.1949883",79225,NA,39660,35115,73345.9683282693,NA,48696.9663970856,56798,41641.3840519347,51844,NA,57646,25075,86982,157969,22871,46788.4747782067,22510,59343.8662040439,29184,60393,54678.68481209,101141,12531,NA,191925,75465,22839,31563,98079,52227.6322280734,57486,66500.3445441795,66968,72871.0407639909,52571,109760,34069,58964.6385884052,41573,40733,66632.3239908224,57274,206197,33660,208534,130141,59718,72789.9742332369,25914,65792,117080,21726,54093,51623,46313.2405061298,37703,42654.2522250421,44447,49572.914613558,42901,94996.5120290699,63661,35237,45363,119383,25329,65711,43275,80193.061491375,55752.5871090987,61887.0506687381,30561,82920,31333,23924,63437,69902.1947556479,51667.8217313623,76982.6378909263
"461","761.49207@7.1957617",49960,51603,41065,43618,48575,NA,32711,NA,48571,48676,NA,56182,52179,52937,41643,46444,50242,37584,42907,57105,51363,57753,55526,48721,45714,66901,50584,41676,55709,34644,44441,NA,50018,34142,50740,56699,36397,NA,53972,56757,52411,42831,NA,51103,39580,53132,32612,NA,45039,49885,53125,57869,57374,45223,54783,47450,53322,49400,42806,43099,NA,52420,52155,NA,47207,50548,29930,55344,45522,41783,50325,28270,51483,NA,48176,58003,47651,49241,31926,50418
"462","176.11916@7.206976",423019,259447,583994,586472,316767,264219,258481,131120,582946,324178,253137,251881,317584,NA,320875,271420,370706,479120,571787,320066,174792,340920,239034,143607,648699,215046,464503,272910,NA,181791,322615,399600,420866,465610,422283,332939,297739,294285,453568,550135,268826,327009,419306,249346,NA,288826,303554,420608,600274,349112,NA,501361,221599,144188,376703,80690,NA,432485,NA,347172,348983,470835,288543,481188,576911,270893,657676,489387,527197,448205,349548,NA,304970,NA,266473,333725,523534,164416,455841,405947
"463","290.22464@7.251086",80502,54682.8323995444,71339,74846,46407,66035,56051.4160665595,57773.1391265381,111846,50183,52843,28670,43123,46252,45555,40388,54082,55793,75138,47399,55081.6738864611,65733,43906,40123.7177547855,72755,51786.5876902871,67469,50624,62723,50201.9163076319,50806,58901.3405083023,NA,NA,54232,37335,59046,38327,63258,24509,57148.9292857932,58654,63990,36047,26890,NA,30851,55973,79919,NA,46486.1574593543,68972,37657,45283.7797210781,60234,56482.0769010561,74073,62732,68572,NA,42987,60115,50088,54806.147395863,NA,51691,113959,92276,NA,57147,69667,65276,41339,48174,NA,45544,76785,47350.8456421407,76730,49855
"464","335.28186@7.253092",8632628,NA,7022794,7077487,3813301,5418822,4297178,1397478,11737226,5246151,3972418,2619227,4280270,4216474,4016576,4085163,5098347,5644390,7456942,4416039,2048958,6298693,NA,1642734,7777020,2784113,6070216,4189003,5538959,1996296,4149595,4214373,6936685,NA,5672220,3585569,5213625,3427608,6247584,8240250,2817267,5172875,6017698,3815803,2293016,3129784,2828325,NA,8158449,3727577,2111476,7391906,3092480,1337166,5158508,NA,7441858,5806372,6205619,4374035,4156505,5626516,4850252,5030196,NA,4970921,NA,9170905,6342997,5561212,6491840,NA,3444121,4350296,3675693,4337336,6588824,1501825,7464767,4669546
"465","380.3399@7.253492",336101,120465,199185,178508,113699,160644,177439,58800,383078,NA,123600,84792,136372,178074,131421,131294,197845,167998,229827,183001,93272,187495,NA,NA,303340,120843,199826,134363,161430,82335,130650,140205,293460,190704,225558,112716,200652,126520,244161,128317,NA,153903,187141,122857,102635,126594,83938,163301,296783,151279,101916,172147,113881,53288,182864,140185.270144574,198767,171861,234823,136530,NA,177709,224081,NA,238401,182111,NA,335679,NA,217579,239234,203199,125027,NA,NA,134861,282044,70724,254105,142962
