"","Compound","S1_EDTA_T0","S2_EDTA_T0","S3_EDTA_T0","S4_EDTA_T0","S1_EDTA_T3","S2_EDTA_T3","S3_EDTA_T3","S4_EDTA_T3","S1_EDTA_T6","S2_EDTA_T6","S3_EDTA_T6","S4_EDTA_T6","S1_EDTA_T9","S2_EDTA_T9","S3_EDTA_T9","S4_EDTA_T9","S1_EDTA_T12","S2_EDTA_T12","S3_EDTA_T12","S4_EDTA_T12","S1_EDTA_T18","S2_EDTA_T18","S3_EDTA_T18","S4_EDTA_T18","S1_EDTA_T24","S2_EDTA_T24","S3_EDTA_T24","S4_EDTA_T24","S1_EDTA_T30","S2_EDTA_T30","S3_EDTA_T30","S4_EDTA_T30","S1_EDTA_T36","S2_EDTA_T36","S3_EDTA_T36","S4_EDTA_T36","S1_EDTA_T48","S2_EDTA_T48","S3_EDTA_T48","S4_EDTA_T48","S1_EDTA_T60","S2_EDTA_T60","S3_EDTA_T60","S4_EDTA_T60","S1_EDTA_T72","S2_EDTA_T72","S3_EDTA_T72","S4_EDTA_T72","S1_EDTA_T96","S2_EDTA_T96","S3_EDTA_T96","S4_EDTA_T96","S1_EDTA_T120","S2_EDTA_T120","S3_EDTA_T120","S4_EDTA_T120","S1_EDTA_T144","S2_EDTA_T144","S3_EDTA_T144","S4_EDTA_T144","S1_EDTA_T168","S2_EDTA_T168","S3_EDTA_T168","S4_EDTA_T168","QC_EDTA_1","QC_EDTA_2","QC_EDTA_3","QC_EDTA_4","QC_EDTA_5","QC_EDTA_6","QC_EDTA_7","QC_EDTA_8","S5_T0_EDTA","S6_T0_EDTA","S7_T0_EDTA","S8_T0_EDTA","S5_T3_EDTA","S6_T3_EDTA","S7_T3_EDTA","S8_T3_EDTA","S5_T6_EDTA","S6_T6_EDTA","S7_T6_EDTA","S8_T6_EDTA","S5_T9_EDTA","S6_T9_EDTA","S7_T9_EDTA","S8_T9_EDTA","S5_T12_EDTA","S6_T12_EDTA","S7_T12_EDTA","S8_T12_EDTA","S5_T18_EDTA","S6_T18_EDTA","S7_T18_EDTA","S8_T18_EDTA","S5_T24_EDTA","S6_T24_EDTA","S7_T24_EDTA","S8_T24_EDTA","S5_T30_EDTA","S6_T30_EDTA","S7_T30_EDTA","S8_T30_EDTA","S5_T36_EDTA","S6_T36_EDTA","S7_T36_EDTA","S8_T36_EDTA","S5_T48_EDTA","S6_T48_EDTA","S7_T48_EDTA","S8_T48_EDTA","S5_T60_EDTA","S6_T60_EDTA","S7_T60_EDTA","S8_T60_EDTA","S5_T72_EDTA","S6_T72_EDTA","S7_T72_EDTA","S8_T72_EDTA","S5_T96_EDTA","S6_T96_EDTA","S7_T96_EDTA","S8_T96_EDTA","S5_T120_EDTA","S6_T120_EDTA","S7_T120_EDTA","S5_T144_EDTA","S6_T144_EDTA","S7_T144_EDTA","S8_T144_EDTA","S5_T168_EDTA","S6_T168_EDTA","S7_T168_EDTA","S8_T168_EDTA","QC_1_S5_S8_EDTA","QC_2_S5_S8_EDTA","QC_4_S5_S8_EDTA","QC_5_S5_S8_EDTA","QC_6_S5_S8_EDTA","QC_7_S5_S8_EDTA","QC_8_S5_S8_EDTA","QC_3_S5_S8_EDTA"
"12","1,2-Bis(trimethylsiloxy)cyclohexene",801421.840472336,702380.005759211,738815.217465319,877717.233307474,725834.711463527,1141539.55153712,986494.49912984,739390.743004503,897127.665229452,1199251.07155166,715683.414467877,823199.259031683,NA,852906.781203713,740633.035940944,731929.129557869,NA,NA,1040334.44158781,654801.487242395,1061153.31158282,868741.500391128,1010330.05101013,964437.510972206,898802.888537092,1021227.67633511,743410.985868788,717481.763489008,442877.758360915,NA,767182.652434505,1007431.53127763,1101966.42362975,951231.458874227,1002094.08638101,619212.715417799,NA,662056.442765631,569682.958145824,1003942.31017597,637023.610511373,709259.11715802,506408.545431298,784019.163931586,1051421.07121087,374531.339479638,685301.202440473,477769.678376427,420539.80865108,916187.163890623,807640.972914403,927134.99463357,313314.145773177,1050977.69722731,964956.538878782,478705.883868363,329551.105416165,411548.292444116,836362.969018997,673464.497187211,861442.497126509,869981.928420412,861866.297234901,926178.789492526,1008287.64810134,904013.055313695,558350.074240722,451475.313460975,1062624.8106566,NA,906336.614210142,793918.777873666,950341.710813497,NA,861271.487941741,902003.077533811,849336.128591665,NA,920230.055106051,940432.295089892,905243.453902731,1646934.72112991,787205.020322748,892464.734684337,921811.606926939,992672.724578043,907442.580079373,1042868.39247634,924846.08170189,1084812.45418979,827681.938934662,NA,1023647.32258037,NA,873834.517386376,956629.541000347,1102540.62840629,1099217.79718633,900570.367532969,912787.376754575,939269.726763911,1036377.34004419,NA,NA,1038898.18857001,1115634.38510604,887446.602177948,840260.839271866,1056247.26174591,1018404.43162165,902004.901121345,964347.880486667,1237506.46055291,1007130.58592495,854116.453216293,1101975.53066043,956003.974216787,898487.558070703,954620.719713989,854478.731103589,839611.817819262,979895.597792989,751913.91488825,724536.154311356,933325.426129031,812734.52391386,731150.083809364,854180.549553528,1074519.43138926,879559.232609722,844364.778719648,769897.68823201,0,1059129.98685247,925090.756163443,808439.805058222,595160.108780263,690726.282765396,805056.8939609,785117.705367554,872117.242700405,848127.938790223,797760.821491463
"13","[11266] 2-hydroxybutyric acid [7.852]",57442.0151742072,27745.4464894598,51991.222937915,54089.8777265289,59218.6517586334,26037.4509723026,53250.0640417681,57161.5523200532,66219.1745961758,28189.6316804355,53812.2433009122,59975.4577385797,65955.2592624087,NA,52372.2924649362,58532.6140710676,61372.8934051387,29966.4222337767,52971.2039452246,60531.188377454,61111.9933179487,NA,60751.1194054961,61156.6032417466,66127.7984888824,32699.8916305549,55328.5583216863,NA,65398.0514205361,30137.7676489654,60255.141270127,58181.4947938091,73256.6888619096,33010.5260300699,61198.1948385837,60977.1621917199,71151.7093056044,33938.3889466994,57759.6679215948,61049.9600742951,77570.1762118128,37715.0469773036,62260.3043195911,63334.5606711176,81109.6008671804,60948.7138694433,35858.7011398485,56301.9920342157,93224.550044712,40520.2779666231,73321.2730828614,66793.6155428046,NA,37852.4637885111,73108.2993015819,73874.6985103549,138297.418727121,46438.3779388298,74498.573529045,NA,190389.816044226,57211.0643935276,79571.3158866808,69572.312855697,66483.0265367734,65341.5164334351,62295.1926972829,60741.8820671173,61480.5391105327,62282.7287556875,64331.0828091766,64124.571640261,NA,109302.583286981,NA,NA,8028.51646112869,104249.794557398,NA,88124.8297676167,8921.05102818363,NA,15099.5212909053,90081.0125428424,NA,108398.741209289,16554.4719845545,78974.2293672381,8007.69746349674,111999.221019566,20378.7964007041,91977.2310334846,8163.55914376547,98920.8355706064,16938.6826878974,92574.3542303825,8215.76654337865,105325.366864697,16320.7348283677,95930.1560237016,9664.83269153162,NA,18376.5036608039,94282.1147280553,NA,106766.759861429,18452.3095238389,93735.3487852203,11156.6366779815,117832.993182532,18762.0724888571,NA,NA,116925.993466104,19914.2374649473,88509.0757516868,13097.117150085,112154.275212441,19607.3461421685,101218.647220899,60909.8636144851,65006.0335078819,22779.9049355546,NA,16562.9614687729,17354.7600668015,26458.4165992947,19400.2057838482,110595.652603368,25470.7070965942,141078.054934894,26175.6184708099,147524.501401711,29336.992975335,127989.387552982,66825.6046113658,61651.5709095191,64572.7364089701,61409.9876114218,62105.3370379864,63274.4153093514,62298.438217393,64942.449944259
"14","[971] oxalic acid [7.883]",29464.7116031144,20070.2224973619,28390.0465135171,NA,25532.527871438,17448.942942493,NA,26809.5941145184,41183.7864966208,25265.2296473642,NA,30064.7599990512,43464.774605507,25259.9904397776,16907.2325371371,24058.9884086763,35219.9550532331,33191.8305883392,NA,34067.5578638634,27991.0354278931,22783.8838347694,31666.4042470589,36401.05623775,42161.3884185376,NA,19185.8313997076,33186.317715448,26573.209124574,16106.4622275757,32084.2626631596,24728.7900945673,41940.3646796566,26133.809490534,26438.0401165223,22678.9142659292,42523.76086842,22974.18510048,19865.164086565,36116.4031038999,52475.4855106222,28335.9358447933,26992.9356183356,NA,52954.276691434,21811.1040764787,21523.0641204071,21888.6554768848,44840.5435295407,32162.1742204674,NA,37723.6130313602,58830.458015293,18123.7808073852,33838.175395005,24578.1975958569,NA,13671.9875235191,32768.4301554322,24309.5230579629,46707.5016991742,NA,27719.0823663682,24284.3151679046,23258.1026980539,20765.914194154,23167.8452238545,26848.8204905375,28380.7206587929,30518.6171904703,39952.2475849377,37595.6793457525,26312.3334256105,34064.9409690544,NA,38428.2705475966,26261.023641507,25103.4648038785,29922.5523588896,33731.9748968565,NA,33697.3653137133,28112.3526689606,40753.2963540297,NA,31196.3498454345,19426.8533516937,25005.2110702428,30252.5780778018,39796.5731460669,15967.5243710497,45783.4100341762,25179.289631328,NA,28496.0381332099,43706.4779740275,32400.6764090632,32763.5719771473,14677.8394084191,42448.1082393405,NA,26585.445597618,24261.802637221,33982.7324182556,27142.7348803736,30898.7943800513,21023.3772382894,24812.2621817792,36068.954787689,32010.4399495504,18449.109755585,34068.7482234343,24488.6917756338,36406.1669643487,18192.5414397464,38381.7043883643,26587.7337906787,23218.5008136617,19148.5812608195,28630.2901126986,NA,35978.1005917256,16828.3981540843,48604.2638572375,23424.960401152,25975.7239719469,25543.5752132853,21862.0701406938,17569.6724006449,24660.7440731835,NA,22589.9200389467,1709384.47399424,24097.2764624492,22813.4277301054,23846.0026028723,19900.2724530416,28800.1291598704,28682.1085333779,33064.1452180001,34728.9306651679,32172.0752334729,29294.2835207502
"15","(R)-3-Hydroxybutyric acid, trimethylsilyl ether, trimethylsilyl ester",22250.6136437704,9761.99456012806,11714.2334345642,13380.4422799681,24186.4208314623,NA,15292.7077381013,13999.4475694452,26074.1078234965,10057.955120937,12604.3589080834,13751.0001681335,17971.9233957779,8009.73519415065,13784.0642310637,20429.4080952722,16770.9895519372,9056.07365954096,4383.05862528592,20479.4629906683,15905.008128692,10544.8065891051,15672.9063044502,22373.5391887912,23743.7746496449,5008.19025959588,NA,13392.2411579679,25488.7712584814,3366.38441393874,15476.688004424,19633.4964410875,25361.1046873016,12690.5218705286,11425.187643443,22060.5459269558,15767.7489187413,10429.1602463799,15795.9936837941,16464.209872091,26313.6618466219,14866.4082109664,14963.9086056248,25503.5132024063,30559.5569827441,16447.048477404,13072.868949965,9866.28740245708,39754.4921516705,51774.6204587329,53949.1849006722,21771.9453838891,50910.3261361345,16476.901991963,84038.8648431393,37953.6907498903,70890.8983059731,46918.8796793101,93961.461823606,NA,96908.9565182466,56944.8033153334,78332.4971193838,72189.9310584826,22769.5851185622,NA,24011.7539791499,NA,NA,8348.64130954399,25136.6773969821,17164.3158466134,3588.05615987795,22819.4839429634,2395.10849098274,16668.839565092,10493.1905510359,25163.5294969584,5558.04852380006,NA,21108.6544477923,50440.2025650885,2626.98817396993,7482.57499728868,15183.3085272011,24946.4615381775,5865.75159358241,11395.6593710944,5909.66903395677,26334.00106813,NA,14107.4801826088,11832.4437558807,37520.1519878937,2612.72362390532,19938.7792227675,12113.433562411,19043.278547873,4781.82512642005,15998.1603898761,20118.6384046083,31261.3451909977,NA,14177.4479120773,3727.27418653062,22581.0551234742,7891.11754637299,17907.832124112,27767.9737157294,36521.7698173828,6394.26626885992,13925.3744159355,28153.7641460616,35745.4825833303,29989.2394508439,10555.3076102372,29723.7257394113,35540.1254901351,6168.24476724912,23425.2313042455,34343.6338079412,23239.9899897366,15293.2723108424,33975.5676967013,23188.675615261,23886.842374215,25453.3458552697,25843.5661924483,NA,30335.6655804236,38115.249625013,36827.201733045,1311160.67741313,28895.099368343,36883.2782994954,18695.3028632962,18346.3298895444,21936.104233674,NA,21506.0553850732,24397.9307461639,19674.5533239486,17806.6837460638
"16","Pentanoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",14120.5090927085,6627.34133667367,6094.53073764028,27838.0440328699,13806.2368330292,6502.44213709027,6743.43034461189,29336.4133570642,15573.0009402062,7789.51812263937,6726.68622231849,29454.930823318,16032.3004594598,6793.26439997611,6127.95263565297,28915.8885338214,14586.1640450063,NA,5462.74515855011,NA,13719.3739347959,7318.44605622743,NA,NA,13847.4195430812,7364.6343002751,6702.02632828444,26313.9595418037,14090.3510865501,6940.76301008556,6861.33029739483,28569.8352455572,15439.4547920085,7657.18209039131,6580.63942340226,29629.1005006614,15087.6087960422,7109.61847889003,NA,30117.5495388875,15621.3162025125,NA,NA,31609.1967013789,16186.2534593943,6474.1301679648,7683.32129975582,28483.2962204349,17989.7894518211,8732.68078441021,8874.02840452749,35884.969177894,18867.742885903,7973.26062668106,8499.70179611288,39134.2085590795,19678.7223602038,9016.91413956375,9512.28601773565,34419.4680206932,23600.4461450329,10295.099263415,9726.51372098831,37816.4609132933,16230.1682671893,15884.4054466853,16119.5117475666,15204.1409742245,15405.8995842366,15257.4296744442,16384.9562104959,16258.1339903917,6468.04936765666,31167.3703381404,NA,10616.6073374746,6986.13697964032,30866.291943397,10062.9017599369,11107.8476390874,7258.30879000478,38869.9351339201,8557.54381769983,11149.2855476564,7248.42207888954,30944.39914155,NA,9597.49236999763,6123.57722290681,32543.5206413023,11317.9553369987,11358.3451993597,6306.25875917215,28100.0330203825,10154.6229320012,11129.0415180878,NA,29181.6798360949,9118.85889108858,11529.260748117,6535.63857920357,32614.4453965499,10360.4585462419,NA,NA,29844.2484400347,10583.2913459109,10368.366613754,6978.74574738968,34463.1799962527,10053.6609545105,11025.9400826506,6402.37789362613,34840.5287532007,10638.378243211,10311.8973998572,7447.92436453124,32202.9311531567,10504.0055455191,11689.2491902625,NA,20540.2120778482,12484.2219366389,14589.3573001076,8124.54106570001,8747.63855130469,13152.9083494411,9305.44070364068,32018.5084625358,12618.5764426298,15611.1672988404,12052.6077986248,430740.401863794,13576.0908662561,13838.1881207518,16942.4184865162,15467.0157366818,15707.4084978583,15472.4008583266,15125.1704011699,15636.456094122,16152.6870834486,16241.0887371106
"17","2-Hydroxy-3-methylbutyric acid, 2TMS derivative",14120.5090927085,6627.34133667367,6094.53073764028,27838.0440328699,13806.2368330292,6172.97127008568,6743.43034461189,29336.4133570642,NA,NA,6726.68622231849,29454.930823318,16032.3004594598,6793.26439997611,6127.95263565297,28915.8885338214,14586.1640450063,6801.6457385591,5884.03306537694,29799.0979346135,13719.3739347959,7318.44605622743,7304.59083867954,30158.805100045,13847.4195430812,7364.6343002751,NA,26313.9595418037,14090.3510865501,6940.76301008556,6861.33029739483,28569.8352455572,15439.4547920085,7657.18209039131,6580.63942340226,29629.1005006614,NA,7109.61847889003,6497.68368035369,30117.5495388875,15621.3162025125,7895.21186736256,6839.42392110794,31609.1967013789,16186.2534593943,6474.1301679648,7683.32129975582,28483.2962204349,17989.7894518211,8732.68078441021,8874.02840452749,35884.969177894,18867.742885903,7482.50335672153,8499.70179611288,39134.2085590795,19678.7223602038,9016.91413956375,9512.28601773565,34419.4680206932,23600.4461450329,10295.099263415,9726.51372098831,37816.4609132933,16230.1682671893,NA,16119.5117475666,15204.1409742245,15405.8995842366,NA,NA,16258.1339903917,6468.04936765666,31167.3703381404,9245.49777444432,10616.6073374746,6986.13697964032,30866.291943397,10062.9017599369,11107.8476390874,7258.30879000478,38869.9351339201,9041.48262179807,11149.2855476564,7248.42207888954,NA,9668.50154653272,9597.49236999763,6123.57722290681,32543.5206413023,NA,11358.3451993597,6306.25875917215,28100.0330203825,10154.6229320012,NA,6055.88570127766,NA,9118.85889108858,11529.260748117,6535.63857920357,32614.4453965499,10360.4585462419,11068.0816947528,6501.73929293375,29844.2484400347,10583.2913459109,10368.366613754,6978.74574738968,34463.1799962527,10053.6609545105,11025.9400826506,6402.37789362613,34840.5287532007,10638.378243211,10311.8973998572,7447.92436453124,32202.9311531567,10504.0055455191,11689.2491902625,19877.3031431302,NA,12484.2219366389,14589.3573001076,8124.54106570001,8747.63855130469,13152.9083494411,9305.44070364068,32018.5084625358,NA,15611.1672988404,12052.6077986248,292145.685282922,13576.0908662561,13838.1881207518,16942.4184865162,15467.0157366818,15707.4084978583,15472.4008583266,NA,15636.456094122,16152.6870834486,16241.0887371106
"18","Pentasiloxane, dodecamethyl-",56189.8814476579,41156.4650604672,48215.8383821197,45313.5658866433,51753.3406256045,44593.8984198788,47482.5632576589,41524.79255136,48230.0029897549,47700.3390347867,48949.1241308762,46837.5671729713,50718.4528889928,50672.8899771222,48671.2748841543,49068.1970235485,52612.9004865385,55241.1492112835,49375.300019723,48621.4976529565,NA,56336.1962133307,NA,50234.8070859908,65505.906358109,62622.9904905328,49032.2432527133,59010.0458411485,54615.4969780091,53372.3347550617,64156.8436992457,53924.0700666976,60982.4064112862,51984.438542153,51258.552467461,52751.139723942,60210.3454231647,64974.6662939572,48709.1342499023,63565.3334349757,49889.8454032498,58251.8489935284,57808.2856623411,66920.2340121161,50514.4309374155,NA,67758.0686974603,58344.8143530952,50597.9471197393,68301.8927167418,NA,73643.7623614046,47147.7473928702,74773.3760620148,NA,70325.6565594269,45555.0389835777,62109.7758611024,70781.8204076453,72697.1990441072,51950.9779771173,81985.1425851073,81218.6272918933,65790.8022173324,59128.9082583365,58436.8414070854,55170.353694349,54473.0592981229,58220.6033330435,55507.3382180414,NA,62771.1595370955,35669.9609136906,39904.6002765069,37489.9473429822,45145.2274718658,38264.6926872739,39126.9889581544,42293.7725706521,NA,43499.4152930244,98355.43524601,40263.1213775511,NA,42738.4496824503,45051.6420014075,45797.083591721,47826.8557113703,43648.2767261131,43593.2699559695,61760.5541796528,54010.258700181,42693.3092547064,NA,51491.8435472724,59457.0500822378,48588.7549328413,54951.9056525133,54460.2559679775,57708.3368192388,50822.6593148805,48309.7617190451,56179.0128557789,59879.5933726995,50677.5597479786,48984.9944352249,51658.0657362439,58560.0382093613,NA,NA,NA,59222.6405913296,57785.2044599341,56751.1690536228,60167.2551893266,58061.116052112,62885.7806872355,58931.0042008404,58812.5842156029,70762.589843568,74690.6079385854,68416.3140251418,56213.8218250954,62548.5651209639,67785.1980983847,61969.6449206704,61874.6077990338,67019.4614839885,70745.1790573665,73480.0688132287,101571.949888349,73946.8797267039,133876023.979078,92140.9724772458,82746.3068485023,59200.4979131788,53411.7162529727,55784.5952775354,60590.7658381042,56799.5794955453,60188.110935312,56669.5287807678,56340.7818502481
"19","Pentanoic acid, 2-(methoxyimino)-3-methyl-, trimethylsilyl ester",7639.0247937293,5509.85992537692,6620.69799668085,7686.34235370844,NA,5177.04930419501,6151.03708130209,8006.12237667374,8627.74314251884,5802.20724115162,6681.23788773395,8524.06889888897,8316.29957232776,5874.33439236987,5755.49360967795,8245.20825491702,7733.95743378625,6167.89117052322,6070.403907773,8420.61358186141,7723.46144060385,5507.24032412343,5942.05613214363,8116.74070500835,8337.91972271674,6234.12939459643,NA,8431.61978515112,8106.86726518489,5830.27721095111,6913.69647805661,8127.82125641727,9604.77215215261,5976.1728717683,NA,8387.72989899404,8557.20460086035,7577.91470502651,7193.52297352557,9283.76017054195,8734.7242012332,7611.20694900733,7838.8772489445,10267.2756565877,9246.70981094687,8452.82554050428,7860.81389563583,8425.51675667415,11581.7567482755,10749.7051568358,9771.59508544198,11651.5546392348,12852.2092688578,11784.2657519565,12213.9043572133,11625.6195956613,12233.507650816,13047.4738898694,13201.2030771995,11497.7386625702,14601.0050414407,14347.1635390727,17365.9653268812,6844.54086965809,NA,8635.32965843241,8409.54358988559,8744.78984479138,7949.08103358549,7979.11008804947,8795.22668294975,8800.52246786149,4826.87190022322,6343.85697831815,5931.38430342879,NA,5288.43838267612,7010.34773985881,5775.95574151742,7988.99531268019,NA,9397.76570853278,5685.82753421513,9030.54612013275,5218.0403846716,6267.61231013272,6229.94361873662,7321.26039172034,5240.73841443923,6656.40659490705,10308.853532426,8970.22855580349,4910.23790885341,6749.4775058947,6691.38353021583,NA,4985.14731610576,6013.25228264269,7088.71119574972,8633.6376127977,5669.33331732168,6560.68475081888,8203.10857119091,9002.7427333332,5276.87887328397,NA,7906.32760109671,7936.15164414434,6743.84427341872,NA,8143.7717211087,8382.80236031551,6234.23126707645,NA,10000.5334235166,8972.50981251684,8425.26754760677,7918.34345387695,9606.84286947226,9841.10698409738,9612.50152967163,8719.21300882376,12445.5085963286,11597.9682747653,10294.2714526036,13451.854600692,14337.3867977806,13850.4920629549,9142.58586975299,16915.9715581647,16763.7750870364,17010.3569200357,653309.745141418,20042.6760584423,14277.3403488076,8293.73913388434,7995.73719523539,NA,8461.36426507566,8545.51732106258,8947.70769111651,8921.81438112593,8463.89717833247
"20","2-ketoisocaproic acid (sum)",14453.328159628,11081.666625483,NA,14106.3453125138,NA,10792.7807101269,11180.4076387332,15035.700029502,16600.5250744816,12250.3812084273,11530.909440473,16107.3398806792,16455.3174343033,12321.0054769581,9901.66556088492,15507.7841474361,15495.1317445156,NA,10662.5945438739,NA,NA,12343.3521744303,NA,16332.316925768,16829.0192901751,13886.4952425057,10017.9043076359,16485.9051667521,16780.8199923014,13305.9730009152,NA,16399.2849790813,19154.5124549853,14242.3145896842,12593.6709167327,17621.9223173846,NA,17403.9271827709,13140.5313473642,18920.8111170795,19031.1244034746,NA,15788.3385073066,21176.2109742752,19551.980240203,NA,17999.278824383,17864.1930828808,24923.8527025638,25592.3441267592,19914.8591820761,24151.0904259812,28732.0478097024,26027.0285885685,25698.9106928309,24839.157965489,28453.9062705005,30331.678896824,27113.4838210237,24815.7492622352,35207.1969664044,33018.6987201126,35552.6561235164,14259.8479969189,18647.154570829,18959.4798869741,18678.2969752848,18312.182006533,17499.4913337875,17865.2164151209,18674.2762149191,18717.9003220691,9508.23757088968,10948.3038418291,11194.4195509456,15223.5360309892,NA,11930.0360945913,NA,14893.7172903649,NA,15320.864277597,11195.9069008297,16769.1557259261,10855.450386096,11023.7813364558,12062.183924145,14054.1863469483,10346.9396189793,12310.1878825597,20309.9647805627,17253.0001844496,10178.9958634822,11660.1449224801,13159.9594979181,NA,11260.6372365251,11321.7159382192,13521.369117741,17913.337364422,12456.7481657938,12254.9783902969,15457.245319005,18544.8623802198,12075.052589666,11770.1781462615,15849.093735368,15761.6189372628,15518.9418710953,14036.7369770713,15771.3417014311,17330.8232504354,14670.2047472581,NA,19364.7956341815,17832.3424314005,18975.8723401897,14666.7681806918,19143.9986230167,20317.1473941652,20680.4600483261,18078.5446050165,24659.0872925082,NA,24442.0124470395,27788.2202930389,29570.3671038431,30060.3054422255,16937.9390291529,34197.267116835,35482.1162211162,39480.6288836938,0,41083.2454604778,32699.3363986822,19188.6997984057,NA,18081.6719600075,18113.9789012693,18595.2173567914,19028.6270305546,18191.9514123586,NA
"21","2-Keto-3-methylvaleric acid mo-tms pk2",2732.06255989286,2253.51929894969,2183.5579121122,2828.79258848477,2941.53716882045,2414.72204942042,2577.44634572281,2786.83697042909,3096.06635725765,2080.70885024788,2076.59480867341,2906.73586225766,3078.22103730327,2448.7433270423,NA,3165.615583988,NA,2322.99514657943,2172.9239273316,3183.23656178429,2861.75787738355,2489.07551935513,2310.00693501033,3358.57723353201,3124.40205157557,NA,2343.07141798681,3305.52890160005,3329.08823020726,2792.51162678731,2703.61533956406,3581.40813372145,3549.67463450037,3073.76062358662,2905.56945930083,3869.33025369595,3370.9830242378,NA,2728.06130617991,4041.72518953054,NA,3885.05606909773,3746.23229791182,4031.03803586185,3740.15607562238,3098.83312772225,3549.13488425527,4133.89201958713,NA,4701.52865865223,4313.07313325401,4850.44993844204,5454.95855065847,4331.8906828892,5341.32469572843,NA,6306.48500385017,5494.06584607256,5249.5107654386,5615.22072764677,8099.52259118366,5684.46635612318,6775.53665618621,3769.02154849624,4098.02267513479,3938.10474971197,NA,3641.12974303308,NA,3912.34366031785,NA,4075.7944671573,1958.85218199865,2048.07880024338,2235.90589268942,3076.76861243511,2096.86596577846,2117.34175076273,2496.0961858222,2945.97486519354,2034.98930314124,2181.33792723287,2100.09892758826,3210.04228095756,2290.77867064935,2430.16290857422,2583.52909103648,NA,2064.97795424468,2599.0981062394,3928.45762476864,3189.36976122443,2213.20248211881,2393.09576205461,2989.83932826249,3245.19436298934,2218.75711330552,2615.62799030508,2545.07160783228,3727.47800139979,2573.48687050645,2720.71047536359,2796.81763209059,3666.77365568001,2729.14023318032,NA,2802.42294658622,NA,3112.73713663793,3373.35208038351,2653.32068171987,3336.43208146762,2977.70489179604,2930.78878886864,3391.47365474757,3313.20691759511,3573.82981701143,3011.80421874609,3150.55216863289,4009.19100524305,4573.77891592542,NA,3946.72457706728,4948.97910143585,4763.95523869351,4441.16678623349,5357.35220202931,NA,3361.155840818,5344.76095265967,6564.32854482283,NA,NA,5690.98184700315,6763.97657536906,4231.35719918493,3767.19757737882,3880.21912106047,NA,NA,4310.97368952682,3573.62004210231,3839.16651731702
"22","[243] benzoic acid [9.594]",16833.0523295438,14565.9816737637,6287.58163987575,8170.17909928334,18250.9308435136,12811.4796854088,8820.56578402571,5800.17444944729,6459.45731024949,16403.6445462356,NA,18181.3420485828,8195.0375992549,7550.68566543732,7411.92644581732,20816.7478825688,9514.53419129629,11992.5815527785,15461.4442002711,6862.80571091452,18513.3008816889,8551.73777496127,5468.51636435371,6951.6168747102,15681.5993360738,11032.7620042858,7461.48422025209,NA,8237.83179767586,4746.06665538374,13678.2156523322,6842.99877565482,NA,13448.1478258921,5085.09741744071,6005.71430323673,8879.6422750532,8017.13806072654,13285.7656697883,NA,5717.15616609182,5752.79629457711,6127.92452361134,6103.37458929334,6792.18076283095,7514.20676038186,8776.57924076572,10319.4832045271,12685.9455232947,9267.63343058758,NA,11633.5696081678,8067.55814415343,17506.4346144336,7760.11170180339,7371.66916762795,8313.75993493261,5025.21034969858,NA,14787.3005091845,5670.49494845484,13430.4005517881,21678.9109091339,23377.9770805756,6640.59905381976,6158.6536542086,8181.10559316674,14933.5154775273,5604.51275529579,6751.52608668815,6396.41206697683,10059.6043702569,4296.23664173847,8575.99317471277,10394.4455566938,6016.47419437489,6108.50325225977,8567.45086232944,15399.3811210213,3364.13558835223,9592.54504476821,4312.24504981629,4591.49046974132,NA,3337.96907354663,4202.50020560672,14718.7632545708,NA,8032.59815065737,4665.73449198595,6090.54491879366,9360.15257430577,5108.13265247219,4013.76555117861,9207.62281217444,NA,20944.7903236975,7569.86860733145,5799.11428591229,NA,6436.41418040337,6790.01026330432,6590.12334731336,NA,15021.3769635439,NA,4574.15568837977,9473.85855831457,5195.46208515246,4316.70254540503,15667.7024047912,7160.33516738299,13952.3042657544,NA,4010.43058365219,3227.27463330364,5509.37261385886,6116.87317689876,5443.44538282453,NA,15662.5753439912,5909.87934574633,3884.71261849438,3053.85762991041,8836.16664021575,4162.26504176238,4630.91747143267,5712.42849961277,5195.21908066205,9373.31350393557,9836.63527991873,8449.95671793274,NA,5185.37845911018,8312.06185184388,8051.00134924788,5680.00606840836,8439.53669263726,14824.1819505486,8936.03605854274,11566.28843057,2932.50129864272,4296.37720934252
