# Notes : Entities from the selected region(s) of the Venn diagram:
#EL2 - (EL1 ^ EL2)
#
#EL1 : FF_blank_100%
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#EL2 : FF80%_K_vs_PEX
#    Source Experiment : AH_PoroshellC18_positive
#    Source Organism : Homo sapiens
#    Source Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
#
#
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.AH_PoroshellC18_positive_2017_Aug_08_14_42_33
# Owner : gxuser
# Created On : Fri Dec 08 11:35:43 CET 2017
Compound	Number Passed ( FF80%_K_vs_PEX )	K_10(raw)	K_17(raw)	K_19(raw)	K_2(raw)	K_21(raw)	K_22(raw)	K_3(raw)	K_35(raw)	K_36(raw)	K_48(raw)	K_51(raw)	K_52(raw)	K_59(raw)	K_6(raw)	K_61(raw)	K_66(raw)	K_68(raw)	K_70(raw)	K_83(raw)	PEX_30(raw)	PEX_304(raw)	PEX_307(raw)	PEX_308(raw)	PEX_309(raw)	PEX_310(raw)	PEX_312(raw)	PEX_314(raw)	PEX_317(raw)	PEX_320(raw)	PEX_321(raw)	PEX_34(raw)	PEX_69(raw)	PEX_8(raw)	PEX_84(raw)	QC_1(raw)	QC_10(raw)	QC_2(raw)	QC_3(raw)	QC_4(raw)	QC_5(raw)	QC_6(raw)	QC_7(raw)	QC_8(raw)	QC_9(raw)
691.3998@4.4264297	1	87898.0	106882.0	240142.0	1.0	481568.0	287884.0	260667.0	232097.0	89039.0	122521.0	35587.0	17581.0	1.0	218262.0	11691.0	67191.0	83527.0	112656.0	1.0	330772.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7996370.0	1.0	1.0	167932.0	57271.0	11680.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
712.45844@4.5172057	1	52219.0	70419.0	230371.0	33866.0	187246.0	124943.0	132962.0	206390.0	86467.0	148503.0	85317.0	76968.0	48819.0	135792.0	15722.0	108048.0	183309.0	240898.0	21921.0	261431.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1629338.0	1.0	1.0	81182.0	164295.0	31989.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
695.43146@4.517062	1	90670.0	91473.0	396312.0	44576.0	273599.0	175164.0	177739.0	294284.0	146484.0	251166.0	143407.0	120258.0	68720.0	189948.0	1.0	183777.0	307758.0	408777.0	29256.0	459666.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2672272.0	1.0	1.0	113026.0	274781.0	42279.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
796.4798@4.5477195	1	81699.0	91901.0	180557.0	54296.0	347105.0	206574.0	173221.0	157546.0	74062.0	108254.0	26704.0	11976.0	1.0	152570.0	13271.0	63378.0	52022.0	73039.0	1.0	222853.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6409750.0	1.0	1.0	125522.0	42436.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
756.4849@4.5742216	1	66028.0	83429.0	257796.0	36368.0	238320.0	158121.0	152120.0	263356.0	109358.0	182098.0	102014.0	92165.0	52787.0	165990.0	19458.0	126406.0	213832.0	286985.0	24176.0	327725.0	1.0	1.0	1.0	1.0	24242.0	1.0	27573.0	2313839.0	1.0	1.0	104402.0	193599.0	35982.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
739.45807@4.5739026	1	40136.0	56577.0	237542.0	21109.0	170752.0	105799.0	149711.0	242612.0	108818.0	125319.0	95173.0	74646.0	33350.0	152497.0	1.0	114936.0	186300.0	272311.0	1.0	312126.0	1.0	1.0	1.0	1.0	14285.0	1.0	1.0	2274792.0	1.0	1.0	69349.0	173827.0	23296.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
840.5056@4.600221	1	67137.0	82815.0	164548.0	46294.0	309027.0	191690.0	152618.0	134774.0	65488.0	111706.0	19538.0	7436.0	7952.0	128355.0	12256.0	58845.0	37617.0	60830.0	1.0	188881.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7248898.0	1.0	1.0	118429.0	38313.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
783.4841@4.6258926	1	33136.0	29576.0	90763.0	9096.0	154310.0	88061.0	53711.0	151916.0	56679.0	89300.0	46466.0	42476.0	16105.0	92822.0	1.0	65004.0	115189.0	155526.0	1.0	193228.0	1.0	1.0	1.0	1.0	13722.0	1.0	1.0	1584168.0	1.0	1.0	59208.0	106235.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
800.5108@4.6265283	1	57992.0	72831.0	210386.0	27977.0	199718.0	128702.0	127094.0	218239.0	96880.0	142429.0	78676.0	70716.0	42027.0	135696.0	16359.0	100346.0	171418.0	240227.0	17150.0	285338.0	1.0	1.0	1.0	1.0	39449.0	1.0	34465.0	2215920.0	1.0	1.0	87144.0	161584.0	31486.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
884.53143@4.6492925	1	47215.0	58400.0	119417.0	28242.0	237428.0	137764.0	110289.0	99297.0	48913.0	87711.0	12332.0	1.0	1.0	88062.0	8540.0	46063.0	23714.0	39678.0	1.0	138010.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6394803.0	1.0	1.0	82596.0	28415.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
844.537@4.6756334	1	45907.0	50857.0	142503.0	18235.0	155496.0	99179.0	94393.0	171419.0	68474.0	110413.0	57093.0	49801.0	32635.0	96803.0	10151.0	76499.0	129440.0	176033.0	1.0	221867.0	1.0	1.0	1.0	1.0	41130.0	1.0	33780.0	1765368.0	1.0	1.0	72190.0	129455.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
259.17877@4.7047906	1	26608.0	1.0	109798.0	33674.0	57652.0	26603.0	63923.0	35058.0	1.0	1.0	43632.0	80208.0	35948.0	116276.0	1.0	47426.0	80846.0	77229.0	1.0	56944.0	1.0	67224.0	44152.0	40496.0	157240.0	1.0	35580.0	34517.0	48616.0	53229.0	50155.0	60510.0	25163.0	65680.0	1.0	51880.0	26335.0	25777.0	25167.0	1.0	51650.0	53958.0	51252.0	49467.0
888.5631@4.7199335	1	26794.0	29082.0	81086.0	15138.0	91262.0	58694.0	54348.0	99438.0	41671.0	60451.0	28016.0	30118.0	15379.0	53295.0	1.0	43348.0	67833.0	98884.0	1.0	122687.0	1.0	1.0	1.0	1.0	49664.0	1.0	31647.0	1167135.0	1.0	1.0	42833.0	65171.0	13865.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
151.09998@5.252829	2	109686.0	131355.0	262943.0	173878.0	129318.0	31371.0	238750.0	108598.0	68065.0	82122.0	124255.0	172170.0	67531.0	261921.0	38481.0	226055.0	174162.0	239744.0	65486.0	295955.0	278766.0	1.0	175439.0	190558.0	1.0	117943.0	51726.0	134131.0	1.0	182219.0	175790.0	193785.0	72920.0	134227.0	98181.0	164164.0	100157.0	95061.0	90927.0	92365.0	173720.0	175916.0	177353.0	163217.0
287.21085@5.683727	2	53024.0	35648.0	291544.0	1.0	95902.0	48505.0	109796.0	63260.0	1.0	1.0	66543.0	156205.0	69074.0	253811.0	40011.0	57179.0	120742.0	183928.0	24495.0	90740.0	1.0	140816.0	88479.0	124994.0	394445.0	34194.0	146410.0	74994.0	139000.0	97903.0	87982.0	142737.0	41655.0	94808.0	48132.0	88159.0	48825.0	47237.0	50671.0	44853.0	91272.0	94594.0	91808.0	89669.0
149.0844@6.3898892	1	387001.0	1.0	350828.0	1.0	32391.0	1.0	66257.0	1.0	49959.0	1.0	78902.0	74923.0	58387.0	76984.0	109591.0	1.0	1.0	1.0	190432.0	67537.0	73159.0	129138.0	284507.0	1598078.0	373048.0	109029.0	136520.0	270079.0	692218.0	104446.0	1.0	91809.0	102938.0	1.0	76409.0	1.0	67894.0	66638.0	68278.0	68902.0	125826.0	1.0	128641.0	109918.0
315.24142@6.4985237	1	25539.0	1.0	104233.0	1.0	47982.0	1.0	54977.0	29041.0	16544.0	1.0	30594.0	58432.0	29124.0	116929.0	17650.0	31769.0	49771.0	76097.0	1.0	37182.0	1.0	60055.0	41990.0	45411.0	267769.0	1.0	38599.0	28159.0	50461.0	36499.0	43441.0	57525.0	21940.0	30265.0	1.0	30580.0	1.0	1.0	1.0	16855.0	31732.0	33019.0	27903.0	32556.0
149.04778@6.8640413	1	78555.0	147542.0	234991.0	90814.0	95782.0	1.0	362287.0	111046.0	128353.0	41535.0	171119.0	207831.0	58972.0	391923.0	1.0	316530.0	133986.0	308243.0	88735.0	159989.0	31392.0	1.0	1.0	163806.0	1.0	1.0	25346.0	256632.0	1.0	93648.0	292461.0	184993.0	135912.0	1.0	73070.0	149991.0	68568.0	69379.0	65606.0	70195.0	143138.0	141278.0	148155.0	142131.0
135.03223@6.8640027	2	1028327.0	2017506.0	3079966.0	1145969.0	1278711.0	305621.0	4893565.0	1450004.0	1751966.0	490471.0	2308068.0	2593628.0	735213.0	4939638.0	215511.0	3908047.0	1740944.0	4280700.0	1126820.0	2001375.0	419082.0	1.0	210289.0	2112079.0	45074.0	367861.0	306827.0	3437070.0	200140.0	1145294.0	3907546.0	2423257.0	1763366.0	1.0	917670.0	1751037.0	919866.0	879181.0	870750.0	894358.0	1822854.0	1862757.0	1865366.0	1746072.0
123.06851@6.863668	1	188073.0	343192.0	537166.0	183220.0	195842.0	66876.0	824488.0	222624.0	245596.0	1.0	379175.0	488386.0	109473.0	887976.0	1.0	727117.0	279581.0	735064.0	206295.0	353858.0	78430.0	1.0	42915.0	371434.0	1.0	1.0	1.0	541987.0	1.0	207246.0	675958.0	422467.0	291434.0	1.0	183321.0	279348.0	135974.0	174803.0	126992.0	169654.0	312123.0	343133.0	349279.0	321891.0
177.0794@6.863887	1	1.0	335695.0	486563.0	198914.0	223263.0	53930.0	769657.0	241621.0	301844.0	94768.0	389832.0	427561.0	134690.0	789406.0	39392.0	643027.0	284801.0	676903.0	204462.0	325133.0	77389.0	1.0	1.0	350043.0	1.0	64025.0	55133.0	576314.0	35077.0	206832.0	629438.0	402047.0	306676.0	1.0	167752.0	286656.0	1.0	159103.0	162213.0	165060.0	304739.0	314259.0	310159.0	294661.0
79.0421@6.8638883	1	88270.0	149951.0	558062.0	93927.0	104463.0	1.0	828829.0	258907.0	128750.0	1.0	168261.0	506250.0	61240.0	882710.0	1.0	712656.0	322262.0	720680.0	88438.0	373562.0	1.0	1.0	1.0	384126.0	1.0	1.0	1.0	241687.0	1.0	230949.0	657228.0	414583.0	131871.0	1.0	86071.0	341794.0	77743.0	72788.0	71878.0	74141.0	344306.0	347352.0	341969.0	355493.0
171.1629@7.1920137	2	319052.0	346782.0	635515.0	266221.0	212272.0	299428.0	643152.0	603728.0	296593.0	286534.0	390816.0	978170.0	277455.0	886096.0	373639.0	548295.0	650461.0	620746.0	420910.0	480816.0	353258.0	338819.0	662430.0	558237.0	772733.0	235441.0	376497.0	281613.0	658385.0	563667.0	677407.0	959915.0	367052.0	885535.0	238411.0	451896.0	255210.0	202419.0	229739.0	206261.0	447388.0	450192.0	395817.0	385873.0
181.07446@7.5351405	2	366759.0	742779.0	1153366.0	395135.0	471795.0	103741.0	1863740.0	512384.0	663898.0	177660.0	875953.0	898722.0	266355.0	2114825.0	76986.0	1611017.0	603654.0	1693500.0	398555.0	725167.0	142001.0	1.0	67775.0	740457.0	1.0	125284.0	105665.0	1500733.0	73065.0	413725.0	1525250.0	853524.0	641637.0	1.0	353917.0	669222.0	348881.0	342436.0	340448.0	334122.0	672384.0	692695.0	695874.0	680169.0
223.12157@7.5351543	2	2523721.0	5079376.0	8264758.0	2625961.0	3184578.0	649844.0	1.3065478E7	3558539.0	4547279.0	1196265.0	6070615.0	6805625.0	1797839.0	1.5846712E7	482948.0	1.2220255E7	4139813.0	1.1970404E7	2792369.0	5126257.0	935170.0	1.0	442835.0	5204587.0	1.0	794220.0	678403.0	1.0376754E7	487349.0	2834794.0	1.0773184E7	6073110.0	4536969.0	63902.0	2430435.0	5155956.0	2383682.0	2296303.0	2257027.0	2237382.0	4718984.0	4877970.0	4995566.0	5085276.0
153.04272@7.5352387	1	147241.0	297181.0	464118.0	157053.0	188877.0	1.0	727538.0	215502.0	263103.0	69874.0	352455.0	374830.0	109433.0	849071.0	1.0	654993.0	247568.0	679164.0	123090.0	300346.0	59328.0	1.0	27177.0	298026.0	1.0	47673.0	39207.0	582614.0	1.0	167268.0	605480.0	349254.0	261040.0	1.0	141861.0	281697.0	145425.0	137497.0	136017.0	135933.0	267211.0	285383.0	287297.0	275326.0
218.16772@7.9365654	1	259355.0	274889.0	288855.0	168511.0	83449.0	54820.0	727257.0	212277.0	300687.0	78290.0	355057.0	713750.0	130183.0	1091723.0	64929.0	410165.0	242957.0	436747.0	244902.0	193097.0	75319.0	1.0	1.0	333317.0	1.0	148049.0	107004.0	326688.0	1.0	228011.0	534856.0	427037.0	422791.0	1.0	128825.0	222111.0	136815.0	128135.0	131909.0	119468.0	240490.0	243068.0	243210.0	245538.0
186.0509@1.0976225	1	100271.0	73049.0	1.0	109854.0	1.0	100090.0	194765.0	114637.0	66576.0	68579.0	107036.0	88562.0	86587.0	154526.0	73589.0	149143.0	151870.0	133586.0	120327.0	112887.0	1.0	50009.0	187413.0	217734.0	1.0	64417.0	73138.0	1.0	186769.0	202378.0	139001.0	179007.0	114259.0	1.0	58252.0	112923.0	1.0	52786.0	49995.0	55888.0	110067.0	106435.0	106083.0	112194.0
131.0948@1.2510003	1	82130.0	1.0	1.5804226E7	1.0	1.0	8891716.0	1.0	1.0	1.0	1.1510607E7	1.0	1.9396962E7	1.0	2.5689642E7	1.0	2.2303316E7	1.5225113E7	1.0	1.0	1.4095998E7	1.0	9683667.0	1.5789058E7	1.4082567E7	1.2736658E7	1.0	7996101.0	1.0	2.1346154E7	1.5080364E7	1.6590428E7	1.4287239E7	1.3050181E7	2.121121E7	1.0	1.0	9639028.0	9011111.0	9410661.0	8159921.0	1.4990592E7	1.0	1.2982795E7	2.2028422E7
361.14447@4.1185594	1	661351.0	852824.0	2886235.0	239727.0	1035988.0	1302026.0	729692.0	271272.0	1380540.0	3689823.0	1640196.0	4214985.0	1470228.0	493571.0	474329.0	5173341.0	9800854.0	2423909.0	216140.0	3868934.0	1.0	682123.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2643990.0	399660.0	1.0	40900.0	77099.0	36878.0	35860.0	38090.0	32552.0	72638.0	73128.0	73447.0	86516.0
317.1542@4.1190004	1	42951.0	52918.0	155275.0	1.0	53979.0	83371.0	46120.0	1.0	81386.0	209799.0	106582.0	220351.0	90183.0	34462.0	24833.0	315132.0	569726.0	161573.0	1.0	236812.0	1.0	35521.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	169236.0	25302.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
